id,Listening_Time_minutes
750000,56.114548
750001,18.589056
750002,54.553047
750003,82.02536
750004,45.72741
750005,23.33622
750006,84.34436
750007,43.386406
750008,70.625626
750009,72.01091
750010,15.859159
750011,23.381233
750012,32.72181
750013,45.74063
750014,47.96318
750015,60.841957
750016,43.583897
750017,32.003983
750018,73.5389
750019,49.629143
750020,29.108349
750021,59.664276
750022,72.67739
750023,33.372246
750024,51.987705
750025,46.5996
750026,6.42614
750027,26.759699
750028,39.50004
750029,44.758892
750030,34.49064
750031,36.144386
750032,16.416916
750033,57.56843
750034,22.256302
750035,21.920185
750036,9.103825
750037,40.879547
750038,27.520844
750039,15.735825
750040,14.27285
750041,85.21222
750042,68.33418
750043,78.5571
750044,58.552937
750045,17.922197
750046,15.8532715
750047,48.84695
750048,14.0118885
750049,14.274923
750050,82.18928
750051,19.127314
750052,44.98885
750053,78.45171
750054,15.554081
750055,16.979454
750056,74.747314
750057,54.15691
750058,15.6364
750059,160.19998
750060,49.803097
750061,36.187523
750062,70.71028
750063,76.96241
750064,49.076393
750065,20.038525
750066,65.929855
750067,44.14949
750068,59.521133
750069,41.591003
750070,41.26024
750071,41.47772
750072,46.151604
750073,24.970455
750074,38.574398
750075,86.57468
750076,14.805719
750077,16.34365
750078,74.52142
750079,82.14963
750080,43.203358
750081,100.00555
750082,13.871344
750083,77.09715
750084,70.64397
750085,65.06493
750086,56.57703
750087,88.49172
750088,11.0564575
750089,45.265533
750090,59.781418
750091,83.72569
750092,32.84993
750093,32.032654
750094,53.098694
750095,32.337868
750096,5.184887
750097,25.570074
750098,38.131744
750099,17.30764
750100,47.88755
750101,49.66118
750102,52.010033
750103,43.733036
750104,36.77284
750105,28.809084
750106,27.732494
750107,83.314644
750108,63.07882
750109,43.219498
750110,45.611282
750111,27.269669
750112,17.07758
750113,77.30485
750114,49.28624
750115,73.51866
750116,85.36391
750117,70.525345
750118,55.485382
750119,26.202633
750120,7.717251
750121,75.34341
750122,74.655304
750123,64.71936
750124,35.735504
750125,18.75173
750126,60.978813
750127,5.771145
750128,9.21693
750129,17.279613
750130,38.691887
750131,30.352032
750132,8.046043
750133,44.369133
750134,75.9766
750135,26.682753
750136,47.67088
750137,10.30423
750138,73.51214
750139,62.422043
750140,54.04654
750141,48.69231
750142,52.873295
750143,25.079334
750144,59.204033
750145,53.2354
750146,72.2055
750147,69.16633
750148,49.26649
750149,7.8492966
750150,19.969824
750151,49.843822
750152,50.001976
750153,43.637283
750154,58.464245
750155,17.429314
750156,12.554096
750157,67.29002
750158,21.619726
750159,37.84177
750160,55.517616
750161,40.993946
750162,56.827255
750163,14.285807
750164,85.53079
750165,79.89751
750166,81.22391
750167,80.77343
750168,56.363396
750169,46.348698
750170,52.984043
750171,40.71876
750172,7.920845
750173,39.420425
750174,32.70903
750175,62.08896
750176,92.861374
750177,82.579704
750178,41.513306
750179,5.278919
750180,85.36629
750181,38.05871
750182,95.55937
750183,33.30031
750184,85.80005
750185,25.102285
750186,78.36951
750187,45.009037
750188,12.936268
750189,25.906784
750190,66.69783
750191,21.145514
750192,34.799995
750193,24.713053
750194,41.65651
750195,48.248123
750196,29.465954
750197,14.28257
750198,20.50444
750199,42.06652
750200,37.348846
750201,75.02817
750202,33.635704
750203,46.55457
750204,63.145123
750205,24.787739
750206,21.712173
750207,48.963512
750208,32.30416
750209,45.05897
750210,58.023758
750211,58.1339
750212,59.869514
750213,61.060852
750214,36.14842
750215,63.130123
750216,77.66202
750217,49.464237
750218,12.069508
750219,25.308058
750220,45.768696
750221,24.77634
750222,42.225994
750223,25.359959
750224,79.38562
750225,4.310467
750226,84.63428
750227,72.580574
750228,37.693344
750229,28.890427
750230,44.127457
750231,25.172817
750232,54.206005
750233,69.94621
750234,17.068333
750235,21.085735
750236,43.701115
750237,37.38038
750238,16.4029
750239,24.318449
750240,86.0955
750241,81.929665
750242,22.151814
750243,48.413666
750244,16.738806
750245,51.3637
750246,38.71197
750247,88.658714
750248,14.36363
750249,85.40279
750250,54.31713
750251,28.975262
750252,47.902676
750253,79.45763
750254,42.42448
750255,28.879684
750256,54.883934
750257,34.311188
750258,7.5355034
750259,15.318014
750260,29.56467
750261,46.36758
750262,63.273926
750263,57.05612
750264,21.772558
750265,80.08054
750266,18.175455
750267,19.380735
750268,10.99197
750269,5.830223
750270,41.34887
750271,60.34141
750272,6.800602
750273,35.7477
750274,41.593964
750275,59.349957
750276,56.50715
750277,11.446041
750278,37.173466
750279,17.953745
750280,49.065258
750281,46.299038
750282,64.2382
750283,79.8432
750284,52.858994
750285,34.0662
750286,12.1537285
750287,69.11755
750288,32.851826
750289,8.281467
750290,58.45317
750291,56.18341
750292,81.85297
750293,73.47408
750294,50.17082
750295,51.857178
750296,24.480831
750297,9.188805
750298,51.37993
750299,82.642365
750300,40.98607
750301,17.207893
750302,33.071476
750303,15.223562
750304,45.02658
750305,81.45962
750306,47.686615
750307,15.706789
750308,60.442085
750309,19.81602
750310,15.288128
750311,55.615158
750312,45.630074
750313,77.39687
750314,63.992683
750315,5.3020287
750316,81.36406
750317,45.713203
750318,27.054684
750319,24.174139
750320,44.4902
750321,31.255272
750322,44.496773
750323,71.55812
750324,73.003395
750325,59.72499
750326,37.88371
750327,45.932022
750328,20.611538
750329,71.9953
750330,78.831726
750331,29.024166
750332,20.612753
750333,17.721249
750334,26.72653
750335,54.7639
750336,38.182426
750337,82.5255
750338,41.929688
750339,80.74231
750340,33.267677
750341,15.8929615
750342,32.826855
750343,13.489611
750344,23.978924
750345,49.775795
750346,72.4102
750347,84.89516
750348,58.403763
750349,13.08181
750350,84.40513
750351,22.606651
750352,69.08738
750353,41.748013
750354,66.528206
750355,38.250843
750356,81.16894
750357,34.985916
750358,67.84834
750359,39.158558
750360,83.26053
750361,48.606934
750362,17.328613
750363,77.11204
750364,31.456087
750365,87.41025
750366,37.48043
750367,66.62597
750368,68.95584
750369,58.880955
750370,77.03549
750371,18.97927
750372,47.484833
750373,23.737894
750374,56.696037
750375,48.114132
750376,18.685509
750377,61.91407
750378,48.547794
750379,13.2576065
750380,24.474527
750381,19.305971
750382,81.31
750383,40.268513
750384,91.68085
750385,46.742287
750386,41.74511
750387,12.363338
750388,21.985332
750389,20.484896
750390,44.09106
750391,18.749416
750392,69.75752
750393,11.896145
750394,58.16142
750395,59.50026
750396,45.675304
750397,8.196655
750398,71.98236
750399,35.047104
750400,21.160227
750401,77.68315
750402,82.18299
750403,15.993475
750404,16.704853
750405,20.714136
750406,24.169855
750407,39.862537
750408,71.32063
750409,22.207523
750410,51.13711
750411,29.392677
750412,20.637856
750413,36.953968
750414,53.082428
750415,50.224506
750416,75.48662
750417,67.48137
750418,33.045
750419,39.65696
750420,43.156944
750421,41.418037
750422,10.299477
750423,41.623337
750424,49.867073
750425,80.81053
750426,70.0926
750427,7.171852
750428,86.133316
750429,5.9171143
750430,59.882145
750431,49.015884
750432,49.846256
750433,23.377056
750434,8.316692
750435,70.15941
750436,57.646957
750437,43.054394
750438,46.74984
750439,22.102888
750440,40.404602
750441,8.324139
750442,77.96547
750443,67.81244
750444,47.11889
750445,76.88751
750446,46.297104
750447,61.721832
750448,54.411568
750449,24.498293
750450,68.2186
750451,78.51448
750452,78.15163
750453,27.466295
750454,39.228905
750455,71.148346
750456,7.763542
750457,26.57173
750458,43.8407
750459,15.04114
750460,13.519096
750461,84.91417
750462,61.69146
750463,87.845795
750464,42.06909
750465,69.17683
750466,9.248219
750467,40.291134
750468,56.00208
750469,22.350721
750470,65.97832
750471,16.24005
750472,47.639946
750473,16.285692
750474,28.313547
750475,3.6670227
750476,16.157904
750477,3.278759
750478,33.03624
750479,17.788666
750480,9.160324
750481,50.046333
750482,80.39688
750483,47.28476
750484,77.0119
750485,43.087864
750486,70.92434
750487,80.502975
750488,23.02439
750489,76.951805
750490,54.481197
750491,31.083622
750492,44.7828
750493,27.801794
750494,87.9267
750495,43.16742
750496,83.702934
750497,30.887901
750498,8.908363
750499,69.16496
750500,31.407505
750501,12.60191
750502,58.26019
750503,53.91228
750504,69.81868
750505,54.595116
750506,57.838272
750507,7.1179237
750508,7.567074
750509,47.865223
750510,59.899105
750511,33.512688
750512,9.675774
750513,24.898376
750514,58.46044
750515,9.421375
750516,5.13023
750517,51.021008
750518,83.667114
750519,71.62688
750520,30.21659
750521,77.444176
750522,41.987255
750523,8.718475
750524,57.189125
750525,27.525362
750526,44.49712
750527,11.655937
750528,72.71097
750529,88.788246
750530,42.645737
750531,34.2459
750532,57.46158
750533,57.295597
750534,22.65526
750535,1.641365
750536,8.084141
750537,44.02522
750538,45.364162
750539,77.48425
750540,20.245571
750541,41.538227
750542,83.84362
750543,72.93033
750544,23.085897
750545,74.14395
750546,54.08841
750547,48.533653
750548,42.844437
750549,66.60067
750550,41.446907
750551,78.27319
750552,62.02536
750553,22.32848
750554,36.845707
750555,51.98875
750556,30.896713
750557,73.103874
750558,22.966812
750559,60.650658
750560,9.649231
750561,63.360756
750562,85.784775
750563,54.1185
750564,14.0960045
750565,53.390182
750566,27.180555
750567,86.464554
750568,49.897926
750569,81.61089
750570,22.188545
750571,47.479324
750572,11.006184
750573,68.06139
750574,95.56006
750575,73.17415
750576,75.67548
750577,40.39759
750578,57.757034
750579,52.555813
750580,18.17227
750581,59.141502
750582,40.562122
750583,10.922417
750584,54.999813
750585,71.95274
750586,74.55615
750587,44.639126
750588,47.451202
750589,61.622097
750590,25.608185
750591,27.491444
750592,50.185368
750593,59.06902
750594,33.522823
750595,60.92633
750596,81.64395
750597,65.37354
750598,28.9067
750599,81.59642
750600,43.4029
750601,48.97681
750602,35.223003
750603,71.247284
750604,10.665733
750605,17.886938
750606,47.953003
750607,79.86336
750608,18.75837
750609,45.089584
750610,41.817898
750611,63.13916
750612,49.27412
750613,48.178745
750614,10.022354
750615,69.19278
750616,29.116356
750617,75.5941
750618,52.609905
750619,80.09706
750620,8.234219
750621,63.29121
750622,16.140945
750623,64.75368
750624,67.24954
750625,77.35668
750626,11.233765
750627,29.361017
750628,68.094
750629,26.55522
750630,6.933819
750631,16.544313
750632,79.19139
750633,50.180656
750634,79.6818
750635,67.885315
750636,47.03712
750637,46.94743
750638,21.560734
750639,73.178856
750640,62.319855
750641,36.318684
750642,66.7214
750643,29.84636
750644,82.877205
750645,63.722084
750646,21.63397
750647,58.96785
750648,51.17263
750649,70.58702
750650,70.786606
750651,33.841843
750652,42.331814
750653,16.317139
750654,3.6756516
750655,59.43892
750656,17.61754
750657,18.521904
750658,55.56307
750659,42.581844
750660,49.51614
750661,19.479553
750662,82.04631
750663,29.701866
750664,63.718506
750665,41.63278
750666,30.865036
750667,68.6223
750668,10.050865
750669,25.006464
