id,Listening_Time_minutes
750000,55.169174
750001,18.248785
750002,49.449238
750003,78.17912
750004,50.2713
750005,22.497822
750006,86.16232
750007,41.77263
750008,67.596855
750009,78.05415
750010,15.317781
750011,22.76957
750012,33.176617
750013,48.384106
750014,47.31422
750015,62.636982
750016,45.36798
750017,33.97519
750018,59.269318
750019,43.625584
750020,35.910343
750021,57.59195
750022,77.51991
750023,30.379818
750024,55.738213
750025,46.57036
750026,12.250118
750027,25.613993
750028,37.2362
750029,40.916557
750030,37.004536
750031,35.7116
750032,12.680832
750033,60.35205
750034,23.395578
750035,20.735184
750036,13.637838
750037,37.503395
750038,24.75739
750039,25.054367
750040,14.534077
750041,83.7892
750042,69.13317
750043,69.427376
750044,53.382412
750045,20.387686
750046,15.32523
750047,47.626816
750048,15.625315
750049,6.6686287
750050,86.70244
750051,25.085194
750052,43.166027
750053,77.28146
750054,15.577551
750055,16.141844
750056,71.26199
750057,55.837303
750058,20.435339
750059,80.976326
750060,46.95934
750061,34.608303
750062,68.59657
750063,74.91836
750064,48.114372
750065,16.422003
750066,64.84714
750067,41.199986
750068,57.32419
750069,43.275093
750070,35.22304
750071,44.359962
750072,46.473373
750073,26.565306
750074,40.41284
750075,90.50812
750076,15.710115
750077,11.843685
750078,75.52539
750079,81.78145
750080,43.671883
750081,88.7233
750082,16.246586
750083,75.35527
750084,73.295456
750085,64.900185
750086,54.976944
750087,101.017105
750088,12.119358
750089,48.17796
750090,63.084282
750091,76.72092
750092,35.415092
750093,33.291386
750094,52.820724
750095,31.826439
750096,4.0008507
750097,28.355192
750098,35.724483
750099,13.963066
750100,47.320164
750101,48.7469
750102,50.01485
750103,43.487335
750104,33.73314
750105,32.792774
750106,31.28984
750107,86.86406
750108,61.02299
750109,37.61587
750110,53.184105
750111,22.247908
750112,5.3825645
750113,76.53832
750114,56.91616
750115,76.18564
750116,83.53563
750117,68.40898
750118,48.43441
750119,24.342802
750120,2.2403793
750121,56.77642
750122,79.568054
750123,60.843956
750124,35.357903
750125,22.04277
750126,63.02795
750127,2.919693
750128,5.729046
750129,17.865196
750130,41.755955
750131,30.593777
750132,5.189411
750133,46.429565
750134,77.66968
750135,32.440495
750136,41.5751
750137,13.597704
750138,93.86363
750139,61.188522
750140,53.426453
750141,50.917313
750142,51.727367
750143,30.190983
750144,62.538113
750145,56.43865
750146,74.78607
750147,67.78415
750148,48.564938
750149,6.8861084
750150,26.944317
750151,50.231842
750152,54.19351
750153,52.313282
750154,59.072845
750155,14.85343
750156,3.6812515
750157,68.928314
750158,21.028023
750159,33.69686
750160,54.978775
750161,54.60756
750162,59.45072
750163,18.524641
750164,81.80328
750165,86.69423
750166,74.36437
750167,84.09169
750168,53.54944
750169,43.412464
750170,53.66922
750171,40.33824
750172,1.288662
750173,38.41333
750174,36.747887
750175,59.299606
750176,111.12637
750177,82.16993
750178,41.187534
750179,5.132824
750180,84.71307
750181,40.35696
750182,99.54216
750183,35.020668
750184,83.66672
750185,33.147217
750186,82.62355
750187,45.28964
750188,11.303669
750189,22.152737
750190,53.287727
750191,27.533674
750192,34.21185
750193,28.940384
750194,41.537525
750195,50.19844
750196,28.738317
750197,9.38036
750198,19.5555
750199,37.53712
750200,44.606483
750201,67.413605
750202,36.567467
750203,53.865097
750204,66.55486
750205,32.060524
750206,20.080603
750207,53.042183
750208,34.470108
750209,46.071495
750210,52.955143
750211,53.51008
750212,57.78369
750213,64.99331
750214,33.37395
750215,66.55988
750216,73.802414
750217,56.871536
750218,7.9979935
750219,34.567883
750220,39.692074
750221,31.572006
750222,38.597507
750223,34.560715
750224,67.43335
750225,3.1177406
750226,78.56627
750227,68.46598
750228,38.09601
750229,29.772251
750230,43.96349
750231,27.334112
750232,53.58906
750233,70.4483
750234,25.172178
750235,20.496119
750236,45.32161
750237,33.779484
750238,26.378263
